Supplementary Table 2. Phase separation probability of all the reviewed human proteins			
Uniprot	Gene	Probability	Type
Q9BWE0	REPI1	0.419	Other
Q8IXM3	RM41	0.419	Other
Q9BV44	THUM3	0.419	Other
Q15628	TRADD	0.419	Other
Q9UBD5	ORC3	0.418	Other
P62308	RUXG	0.418	Other
Q8IYF1	ELOA2	0.418	Other
P82914	RT15	0.418	Other
Q96TC7	RMD3	0.418	Other
P10321	1C07	0.418	Other
Q9H6R3	ACSS3	0.418	Other
A0AVI2	FR1L5	0.418	Other
Q8N3J3	CQ053	0.418	Other
Q8IYJ1	CPNE9	0.418	Other
Q9H4D0	CSTN2	0.418	Other
Q8TC56	FA71B	0.418	Other
P02765	FETUA	0.418	Other
Q9H706	GAREM	0.418	Other
Q92613	JADE3	0.418	Other
Q9H7Z6	KAT8	0.418	Other
A6NJZ7	RIM3C	0.418	Other
Q15569	TESK1	0.418	Other
O43156	TTI1	0.418	Other
Q02386	ZNF45	0.418	Other
Q9Y324	FCF1	0.417	Other
Q53GS7	GLE1	0.417	Other
Q96D46	NMD3	0.417	Other
Q9NX63	MIC19	0.417	Other
Q6ZMI0	PPR21	0.417	Other
Q8N7Z5	ANR31	0.417	Other
Q13740	CD166	0.417	Other
Q9H4A6	GOLP3	0.417	Other
Q9NYA3	GOG6A	0.417	Other
O43405	COCH	0.417	Other
P54098	DPOG1	0.417	Other
Q9HCS5	E41LA	0.417	Other
Q9UKS7	IKZF2	0.417	Other
P78415	IRX3	0.417	Other
Q5VZR2	NTM2G	0.417	Other
Q7Z3Z0	K1C25	0.417	Other
Q9BV36	MELPH	0.417	Other
Q9BUL5	PHF23	0.417	Other
Q15165	PON2	0.417	Other
P27918	PROP	0.417	Other
Q96B01	R51A1	0.417	Other
Q9UHW9	S12A6	0.417	Other
Q15404	RSU1	0.417	Other
Q6P435	SMG1L	0.417	Other
Q8WV41	SNX33	0.417	Other
P50607	TUB	0.417	Other
P61960	UFM1	0.417	Other
Q9H9H4	VP37B	0.417	Other
P23025	XPA	0.417	Other
Q9H8G1	ZN430	0.417	Other
O43167	ZBT24	0.417	Other
O00186	STXB3	0.416	Other
Q96FC9	DDX11	0.416	Other
Q9HAR2	LPHN3	0.416	Other
Q4UJ75	A20A4	0.416	Other
Q9BXQ6	CECR6	0.416	Other
Q9ULG6	CCPG1	0.416	Other
Q9NYJ7	DLL3	0.416	Other
O95834	EMAL2	0.416	Other
Q12967	GNDS	0.416	Other
Q9Y3E1	HDGR3	0.416	Other
Q15011	HERP1	0.416	Other
O75054	IGSF3	0.416	Other
Q9Y5A7	NUB1	0.416	Other
O15165	LRAD4	0.416	Other
P55042	RAD	0.416	Other
Q8WY21	SORC1	0.416	Other
P41220	RGS2	0.416	Other
Q9NY46	SCN3A	0.416	Other
Q9UBC9	SPRR3	0.416	Other
Q8IVF5	TIAM2	0.416	Other
Q9H489	TSY26	0.416	Other
Q86UE3	ZN546	0.416	Other
Q9H7R5	ZN665	0.416	Other
Q9NYY3	PLK2	0.415	Other
P20671	H2A1D	0.415	Other
Q96Q42	ALS2	0.415	Other
Q9GZS1	RPA49	0.415	Other
Q9UDR5	AASS	0.415	Other
Q9P0J0	NDUAD	0.415	Other
P59827	BPIB4	0.415	Other
Q3MJ40	C144B	0.415	Other
Q68DA7	FMN1	0.415	Other
P01834	IGKC	0.415	Other
O60890	OPHN1	0.415	Other
Q13615	MTMR3	0.415	Other
Q9Y5E7	PCDB2	0.415	Other
O00625	PIR	0.415	Other
Q9P283	SEM5B	0.415	Other
Q9NYK5	RM39	0.415	Other
Q15031	SYLM	0.415	Other
Q6UWL2	SUSD1	0.415	Other
Q9Y462	ZN711	0.415	Other
Q9Y2A4	ZN443	0.415	Other
Q8NI77	KI18A	0.414	Other
O75787	RENR	0.414	Other
P40938	RFC3	0.414	Other
Q04760	LGUL	0.414	Other
Q06418	TYRO3	0.414	Other
Q9H9Y2	RPF1	0.414	Other
Q9Y333	LSM2	0.414	Other
Q58F21	BRDT	0.414	Other
Q96M34	CC030	0.414	Other
Q75VX8	GAREL	0.414	Other
Q96AV8	E2F7	0.414	Other
Q6PJ61	FBX46	0.414	Other
Q86WN1	FCSD1	0.414	Other
Q9HCP0	KC1G1	0.414	Other
O60449	LY75	0.414	Other
Q9UH92	MLX	0.414	Other
Q9NX53	MUT7B	0.414	Other
Q9HCI7	MSL2	0.414	Other
Q3BBV1	NBPFK	0.414	Other
Q5TH74	STPG1	0.414	Other
O60284	ST18	0.414	Other
Q9NZ43	USE1	0.414	Other
Q14590	ZN235	0.414	Other
Q5VU13	VSIG8	0.414	Other
A8MWX3	WASH4	0.414	Other
Q9UHR6	ZNHI2	0.414	Other
Q9H0D2	ZN541	0.414	Other
Q6ZNC4	ZN704	0.414	Other
Q8N4W9	ZN808	0.414	Other
Q8NFW8	NEUA	0.413	Other
P46736	BRCC3	0.413	Other
Q8TCZ2	C99L2	0.413	Other
P55291	CAD15	0.413	Other
A2RUB6	CCD66	0.413	Other
Q9UKD1	GMEB2	0.413	Other
Q96CP6	GRM1A	0.413	Other
O95967	FBLN4	0.413	Other
Q5VTL7	FNDC7	0.413	Other
Q4G112	HSF5	0.413	Other
P31276	HXC13	0.413	Other
Q13163	MP2K5	0.413	Other
A8MYP8	ODF3B	0.413	Other
Q6UWL6	KIRR2	0.413	Other
Q9BXK1	KLF16	0.413	Other
Q6P5Q4	LMOD2	0.413	Other
Q6L8H2	KRA53	0.413	Other
Q3ZCV2	CA177	0.413	Other
Q10713	MPPA	0.413	Other
A8MUH7	PDZ1P	0.413	Other
Q9Y5E9	PCDBE	0.413	Other
Q03181	PPARD	0.413	Other
Q8ND90	PNMA1	0.413	Other
Q9UQD0	SCN8A	0.413	Other
Q9Y228	T3JAM	0.413	Other
Q9NP81	SYSM	0.413	Other
Q96JG6	CC132	0.413	Other
Q8N7M2	ZN283	0.413	Other
O95789	ZMYM6	0.413	Other
P15621	ZNF44	0.413	Other
Q96N16	JKIP1	0.412	Other
Q9BZC7	ABCA2	0.412	Other
O95260	ATE1	0.412	Other
Q96NZ1	FOXN4	0.412	Other
Q9BWX5	GATA5	0.412	Other
P49918	CDN1C	0.412	Other
O75064	DEN4B	0.412	Other
Q92990	GLMN	0.412	Other
O75023	LIRB5	0.412	Other
O15049	N4BP3	0.412	Other
C9JH25	PRRT4	0.412	Other
P35499	SCN4A	0.412	Other
A6NGW2	STRCL	0.412	Other
P60604	UB2G2	0.412	Other
Q9NZL3	ZN224	0.412	Other
Q8N377	YJ004	0.412	Other
Q9Y2Q1	ZN257	0.412	Other
P51786	ZN157	0.412	Other
Q14587	ZN268	0.412	Other
Q96PM5	ZN363	0.412	Other
Q7Z3I7	ZN572	0.412	Other
Q9NQZ8	ZNF71	0.412	Other
Q13868	EXOS2	0.411	Other
Q9Y508	RN114	0.411	Other
Q9BXT4	TDRD1	0.411	Other
Q9UID3	VPS51	0.411	Other
Q13368	MPP3	0.411	Other
O43526	KCNQ2	0.411	Other
O75817	POP7	0.411	Other
Q8N283	ANR35	0.411	Other
P30203	CD6	0.411	Other
Q15744	CEBPE	0.411	Other
P0C7V4	F90AJ	0.411	Other
Q8N9W4	GG6L2	0.411	Other
Q9NXL9	MCM9	0.411	Other
Q96JG8	MAGD4	0.411	Other
Q5U651	RAIN	0.411	Other
P31151	S10A7	0.411	Other
Q9Y399	RT02	0.411	Other
Q7Z422	SZRD1	0.411	Other
Q7Z4V0	ZN438	0.411	Other
Q32M78	ZN699	0.411	Other
Q9NR50	EI2BG	0.41	Other
O75607	NPM3	0.41	Other
Q9UJV8	PURG	0.41	Other
Q5W0Q7	USPL1	0.41	Other
O94819	KBTBB	0.41	Other
Q9UNL2	SSRG	0.41	Other
Q8IYL3	CA174	0.41	Other
Q99956	DUS9	0.41	Other
O95147	DUS14	0.41	Other
Q969W3	F104A	0.41	Other
Q15651	HMGN3	0.41	Other
Q8N6C5	IGSF1	0.41	Other
Q9BSD7	NTPCR	0.41	Other
Q01538	MYT1	0.41	Other
A1L443	NTM2F	0.41	Other
Q9UPU3	SORC3	0.41	Other
Q8NC74	RB8NL	0.41	Other
Q9UJD0	RIMS3	0.41	Other
Q9Y4R8	TELO2	0.41	Other
Q9NRE2	TSH2	0.41	Other
Q96MU6	ZN778	0.41	Other
Q9NUB1	ACS2L	0.409	Other
Q8TBM8	DJB14	0.409	Other
Q96FN4	CPNE2	0.409	Other
Q8N5Q1	F71E2	0.409	Other
Q5TGJ6	HDGL1	0.409	Other
P46199	IF2M	0.409	Other
P24394	IL4RA	0.409	Other
Q9ULL1	PKHG1	0.409	Other
Q8IWL1	SFPA2	0.409	Other
P61619	S61A1	0.409	Other
Q9H5J8	TAF1D	0.409	Other
Q8WVS4	WDR60	0.409	Other
Q99676	ZN184	0.409	Other
Q08ER8	ZN543	0.409	Other
P10114	RAP2A	0.408	Other
Q76KD6	SPERI	0.408	Other
A2PYH4	HFM1	0.408	Other
P05089	ARGI1	0.408	Other
A0A0B4J2A2	A0A0B4J2A2	0.408	Other
Q9UBQ5	EIF3K	0.408	Other
Q5TBA9	FRY	0.408	Other
P53674	CRBB1	0.408	Other
P30825	CTR1	0.408	Other
Q5JWR5	DOP1	0.408	Other
B1AJZ9	FHAD1	0.408	Other
Q9H2S9	IKZF4	0.408	Other
Q5XKR4	OTP	0.408	Other
Q8IUB9	KR191	0.408	Other
O15259	NPHP1	0.408	Other
P15153	RAC2	0.408	Other
Q86TI0	TBCD1	0.408	Other
Q6ZNG1	ZN600	0.408	Other
Q8N1F8	S11IP	0.407	Other
Q9H9A5	CNO10	0.407	Other
P15144	AMPN	0.407	Other
Q8TE60	ATS18	0.407	Other
Q10471	GALT2	0.407	Other
Q9H0X9	OSBL5	0.407	Other
Q9Y5F1	PCDBC	0.407	Other
P78385	KRT83	0.407	Other
Q0VG99	MESP2	0.407	Other
Q5TI25	NBPFE	0.407	Other
Q7RTR2	NLRC3	0.407	Other
Q8NCN5	PDPR	0.407	Other
Q5VZ18	SHE	0.407	Other
Q13621	S12A1	0.407	Other
Q8ND04	SMG8	0.407	Other
Q8IWU6	SULF1	0.407	Other
Q9Y279	VSIG4	0.407	Other
P0CJ79	ZN888	0.407	Other
Q9HCL3	ZFP14	0.407	Other
Q9UL25	RAB21	0.406	Other
P51649	SSDH	0.406	Other
A1KZ92	PXDNL	0.406	Other
Q12879	NMDE1	0.406	Other
P30038	AL4A1	0.406	Other
Q07869	PPARA	0.406	Other
Q86UW8	HPLN4	0.406	Other
P29320	EPHA3	0.406	Other
Q92481	AP2B	0.406	Other
O75143	ATG13	0.406	Other
Q9BWT7	CAR10	0.406	Other
O43424	GRID2	0.406	Other
Q16760	DGKD	0.406	Other
Q96HP0	DOCK6	0.406	Other
Q9C005	DPY30	0.406	Other
Q6ZNL6	FGD5	0.406	Other
A8MUX0	KR161	0.406	Other
P29376	LTK	0.406	Other
P03956	MMP1	0.406	Other
O15440	MRP5	0.406	Other
P78426	NKX61	0.406	Other
Q5MIZ7	P4R3B	0.406	Other
Q969G5	PRDBP	0.406	Other
Q9H0F5	RNF38	0.406	Other
Q14D33	RTP5	0.406	Other
Q9NQW1	SC31B	0.406	Other
Q9BWG6	SCNM1	0.406	Other
Q8TEQ0	SNX29	0.406	Other
Q9HCB6	SPON1	0.406	Other
Q6P1X5	TAF2	0.406	Other
Q3LXA3	DHAK	0.406	Other
Q96H40	ZN486	0.406	Other
O43361	ZN749	0.406	Other
Q9NUA8	ZBT40	0.406	Other
O75820	ZN189	0.406	Other
Q8N9K5	ZN565	0.406	Other
P29122	PCSK6	0.405	Other
Q9NXF1	TEX10	0.405	Other
Q14DG7	T132B	0.405	Other
P00491	PNPH	0.405	Other
Q6ZP82	CC141	0.405	Other
Q9UBB6	NCDN	0.405	Other
P24666	PPAC	0.405	Other
Q9UJX5	APC4	0.405	Other
Q5SNV9	CA167	0.405	Other
P07316	CRGB	0.405	Other
Q8WTW3	COG1	0.405	Other
Q14117	DPYS	0.405	Other
Q6SJ93	F111B	0.405	Other
A4D1S0	KLRG2	0.405	Other
Q8IXH7	NELFD	0.405	Other
Q15858	SCN9A	0.405	Other
A6NEL2	SWAHB	0.405	Other
P45379	TNNT2	0.405	Other
Q14588	ZN234	0.405	Other
Q9Y2D9	ZN652	0.405	Other
Q6ECI4	ZN470	0.405	Other
Q2M1K9	ZN423	0.405	Other
Q86T65	DAAM2	0.404	Other
Q92572	AP3S1	0.404	Other
O60239	3BP5	0.404	Other
Q8IZF2	GP116	0.404	Other
O75969	AKAP3	0.404	Other
O96018	APBA3	0.404	Other
Q8WZ64	ARAP2	0.404	Other
Q8IXM2	BAP18	0.404	Other
P0C221	CC175	0.404	Other
Q9UBP9	GULP1	0.404	Other
Q9Y4F4	F179B	0.404	Other
Q99457	NP1L3	0.404	Other
Q15111	PLCL1	0.404	Other
Q9Y448	SKAP	0.404	Other
P35610	SOAT1	0.404	Other
P56715	RP1	0.404	Other
P0C874	S31D3	0.404	Other
Q9Y5Y6	ST14	0.404	Other
Q96JI7	SPTCS	0.404	Other
P63146	UBE2B	0.404	Other
O95985	TOP3B	0.403	Other
Q9Y606	TRUA	0.403	Other
Q13367	AP3B2	0.403	Other
Q96Q83	ALKB3	0.403	Other
Q9Y2G4	ANKR6	0.403	Other
Q8N1V2	CFA52	0.403	Other
Q9UBU7	DBF4A	0.403	Other
Q7L591	DOK3	0.403	Other
Q96HY7	DHTK1	0.403	Other
Q8IX18	DHX40	0.403	Other
Q9H9T3	ELP3	0.403	Other
P07359	GP1BA	0.403	Other
Q0VDF9	HSP7E	0.403	Other
P31267	HXA6	0.403	Other
Q3SX64	OD3L2	0.403	Other
P43355	MAGA1	0.403	Other
Q8TD10	MIPO1	0.403	Other
Q86VP3	PACS2	0.403	Other
Q6ZSY5	PPR3F	0.403	Other
P24386	RAE1	0.403	Other
Q9H6I2	SOX17	0.403	Other
Q9BX26	SYCP2	0.403	Other
Q99593	TBX5	0.403	Other
Q9UL59	ZN214	0.403	Other
P0CG24	ZN883	0.403	Other
Q00796	DHSO	0.402	Other
Q969P6	TOP1M	0.402	Other
Q9NPD3	EXOS4	0.402	Other
Q6RFH5	WDR74	0.402	Other
Q9H5V9	CX056	0.402	Other
Q9H093	NUAK2	0.402	Other
P0DPH8	NA	0.402	Other
Q13505	MTX1	0.402	Other
Q99878	H2A1J	0.402	Other
Q8IWZ6	BBS7	0.402	Other
Q8IVF6	AN18A	0.402	Other
Q8TE58	ATS15	0.402	Other
Q9H2G9	GO45	0.402	Other
P13671	CO6	0.402	Other
Q9HCE0	EPG5	0.402	Other
Q9Y2L6	FRM4B	0.402	Other
Q00444	HXC5	0.402	Other
Q9NPH2	INO1	0.402	Other
Q96JM4	LRIQ1	0.402	Other
Q99435	NELL2	0.402	Other
Q9Y5E3	PCDB6	0.402	Other
Q14997	PSME4	0.402	Other
A8MZF0	PRR33	0.402	Other
P15918	RAG1	0.402	Other
Q14C87	T132D	0.402	Other
O00294	TULP1	0.402	Other
Q6ZR03	YU004	0.402	Other
Q96NR7	WWAS2	0.402	Other
Q9H7R0	ZN442	0.402	Other
Q06732	ZN33B	0.402	Other
P17024	ZNF20	0.402	Other
Q9BYN8	RT26	0.401	Other
Q9H9H5	MA6D1	0.401	Other
Q12934	BFSP1	0.401	Other
Q96MT7	CFA44	0.401	Other
Q96F63	CCD97	0.401	Other
A4FU69	EFCB5	0.401	Other
Q9BUN8	DERL1	0.401	Other
Q5HY64	FA47C	0.401	Other
P50549	ETV1	0.401	Other
A6NI86	GG6LA	0.401	Other
I3L273	GFY	0.401	Other
P01859	IGHG2	0.401	Other
Q659A1	ICE2	0.401	Other
Q5JYT7	K1755	0.401	Other
Q96A59	MALD3	0.401	Other
Q96KN3	PKNX2	0.401	Other
Q5FWE3	PRRT3	0.401	Other
Q5VU36	S31A5	0.401	Other
A2VDJ0	T131L	0.401	Other
Q99973	TEP1	0.401	Other
Q17R98	ZN827	0.401	Other
Q76KX8	ZN534	0.401	Other
Q3ZCT1	ZN260	0.401	Other
Q96MR9	ZN560	0.401	Other
Q13126	MTAP	0.4	Other
Q15759	MK11	0.4	Other
Q9NZN4	EHD2	0.4	Other
Q13685	AAMP	0.4	Other
P20309	ACM3	0.4	Other
A6NC57	ANR62	0.4	Other
Q96BT3	CENPT	0.4	Other
Q9BWP8	COL11	0.4	Other
Q52LR7	EPC2	0.4	Other
Q96CN4	EVI5L	0.4	Other
Q96RD9	FCRL5	0.4	Other
Q92914	FGF11	0.4	Other
Q04609	FOLH1	0.4	Other
Q86XH1	IQCA1	0.4	Other
Q96MU8	KREM1	0.4	Other
Q8TC05	MDM1	0.4	Other
Q6PIF6	MYO7B	0.4	Other
A6NCS4	NKX26	0.4	Other
Q6ZNR8	PRR17	0.4	Other
Q9NQX0	PRDM6	0.4	Other
Q9BZE1	RM37	0.4	Other
Q5VVP1	S31A6	0.4	Other
Q6ZUB0	S31D4	0.4	Other
Q6ZMY3	SPOC1	0.4	Other
O00463	TRAF5	0.4	Other
Q14135	VGLL4	0.4	Other
P17025	ZN182	0.4	Other
Q96EU6	RRP36	0.399	Other
O95453	PARN	0.399	Other
Q9NRW7	VPS45	0.399	Other
Q14146	URB2	0.399	Other
Q68CZ6	HAUS3	0.399	Other
Q99747	SNAG	0.399	Other
P16278	BGAL	0.399	Other
P49716	CEBPD	0.399	Other
Q6ZQN5	FOXI2	0.399	Other
P06681	CO2	0.399	Other
O15519	CFLAR	0.399	Other
Q9UII4	HERC5	0.399	Other
P35680	HNF1B	0.399	Other
O60829	PAGE4	0.399	Other
Q12809	KCNH2	0.399	Other
B7ZC32	KIF28	0.399	Other
Q8WVV4	POF1B	0.399	Other
Q9HCN8	SDF2L	0.399	Other
Q14515	SPRL1	0.399	Other
Q96NJ6	ZFP3	0.399	Other
Q7Z3V5	ZN571	0.399	Other
Q5MCW4	ZN569	0.399	Other
Q9UC07	ZNF69	0.399	Other
Q2M3C7	SPKAP	0.398	Other
Q5BKY9	F133B	0.398	Other
Q5T5X7	BEND3	0.398	Other
P20807	CAN3	0.398	Other
Q9UFE4	CCD39	0.398	Other
H3BSY2	GOG8M	0.398	Other
A6NC78	GOG8I	0.398	Other
Q16566	KCC4	0.398	Other
O76015	KRT38	0.398	Other
P21757	MSRE	0.398	Other
Q96TA0	PCDBI	0.398	Other
O95343	SIX3	0.398	Other
Q6ZQT7	YJ013	0.398	Other
Q6PJI9	WDR59	0.398	Other
P35916	VGFR3	0.398	Other
Q8IYN0	ZN100	0.398	Other
Q7Z340	ZN551	0.398	Other
Q8NBB4	ZSCA1	0.398	Other
P51814	ZNF41	0.398	Other
C9JN71	ZN878	0.398	Other
Q8N8E3	CE112	0.397	Other
Q99536	VAT1	0.397	Other
Q9H3G5	CPVL	0.397	Other
O95299	NDUAA	0.397	Other
Q9UBB4	ATX10	0.397	Other
O95450	ATS2	0.397	Other
O14958	CASQ2	0.397	Other
Q99674	CGRE1	0.397	Other
Q9UL16	CFA45	0.397	Other
P43320	CRBB2	0.397	Other
Q5TDH0	DDI2	0.397	Other
Q6ZU69	F205A	0.397	Other
A6NN73	GOG8C	0.397	Other
Q96AC6	KIFC2	0.397	Other
Q9H204	MED28	0.397	Other
Q6PF18	MORN3	0.397	Other
Q8TBY8	PMFBP	0.397	Other
Q96SK3	ZN607	0.397	Other
O96006	ZBED1	0.397	Other
Q9P243	ZFAT	0.397	Other
Q08AE8	SPIR1	0.396	Other
Q00975	CAC1B	0.396	Other
Q9NRF9	DPOE3	0.396	Other
Q92599	8-Sep	0.396	Other
Q52LJ0	FA98B	0.396	Other
P00918	CAH2	0.396	Other
A4FU28	CTGE9	0.396	Other
Q96IK5	GMCL1	0.396	Other
P23527	H2B1O	0.396	Other
Q9BY84	DUS16	0.396	Other
P52799	EFNB2	0.396	Other
Q8IY85	EFC13	0.396	Other
Q12766	HMGX3	0.396	Other
Q0D2I5	IFFO1	0.396	Other
P17181	INAR1	0.396	Other
Q6P9B9	INT5	0.396	Other
Q13516	OLIG2	0.396	Other
A6NES4	MRO2A	0.396	Other
Q5VYP0	S31A3	0.396	Other
B4DXR9	ZN732	0.396	Other
P16415	ZN823	0.396	Other
Q15834	CC85B	0.395	Other
A1L0T0	ILVBL	0.395	Other
Q9UGR2	Z3H7B	0.395	Other
Q9Y483	MTF2	0.395	Other
P12821	ACE	0.395	Other
O75808	CAN15	0.395	Other
Q96AJ1	CLUA1	0.395	Other
Q8N5I9	CL045	0.395	Other
P0CG43	F157C	0.395	Other
Q9NWU2	GID8	0.395	Other
Q7Z6M1	RABEK	0.395	Other
Q8IWL2	SFTA1	0.395	Other
Q8IZ73	RUSD2	0.395	Other
Q712K3	UB2R2	0.395	Other
Q86VQ3	TXND2	0.395	Other
Q9NNW7	TRXR2	0.395	Other
Q8IWX7	UN45B	0.395	Other
Q9BX82	ZN471	0.395	Other
Q15928	ZN141	0.395	Other
O94901	SUN1	0.394	Other
Q49MG5	MAP9	0.394	Other
Q9Y4J8	DTNA	0.394	Other
O95273	CCDB1	0.394	Other
Q3SXY8	AR13B	0.394	Other
O14727	APAF	0.394	Other
O75185	AT2C2	0.394	Other
Q0P6D6	CCD15	0.394	Other
D6REC4	CFA99	0.394	Other
Q8IWT3	CUL9	0.394	Other
P15036	ETS2	0.394	Other
Q8NEV4	MYO3A	0.394	Other
F8W1W9	NPIB9	0.394	Other
Q8IVE3	PKHH2	0.394	Other
Q9NP72	RAB18	0.394	Other
P55017	S12A3	0.394	Other
Q9H832	UBE2Z	0.394	Other
Q9NYU1	UGGG2	0.394	Other
Q9ULD5	ZN777	0.394	Other
Q9BXT8	RNF17	0.393	Other
Q9NRG9	AAAS	0.393	Other
Q8N436	CPXM2	0.393	Other
O60479	DLX3	0.393	Other
Q9BPX6	MICU1	0.393	Other
Q9BY66	KDM5D	0.393	Other
P26371	KRA59	0.393	Other
O75074	LRP3	0.393	Other
Q16649	NFIL3	0.393	Other
Q9BYU1	PBX4	0.393	Other
Q9ULM0	PKHH1	0.393	Other
Q9UKI9	PO2F3	0.393	Other
Q9H3T3	SEM6B	0.393	Other
P07204	TRBM	0.393	Other
Q8N2C7	UNC80	0.393	Other
Q6AWC2	WWC2	0.393	Other
O76080	ZFAN5	0.393	Other
Q9Y2H8	ZN510	0.393	Other
Q8NEK5	ZN548	0.393	Other
Q5SXM1	ZN678	0.393	Other
Q9P2J8	ZN624	0.393	Other
Q6PDB4	ZN880	0.393	Other
Q9NZJ5	E2AK3	0.392	Other
Q9Y2Q0	AT8A1	0.392	Other
Q8NEU8	DP13B	0.392	Other
Q9UI30	TR112	0.392	Other
Q96CJ1	EAF2	0.392	Other
Q8WZA9	IRGQ	0.392	Other
Q9Y6W3	CAN7	0.392	Other
P49662	CASP4	0.392	Other
Q13070	GAGE6	0.392	Other
P10643	CO7	0.392	Other
P51397	DAP1	0.392	Other
Q8IY82	CC135	0.392	Other
Q2V2M9	FHOD3	0.392	Other
Q8NBF1	GLIS1	0.392	Other
Q96FZ2	HMCES	0.392	Other
Q9Y5E2	PCDB7	0.392	Other
Q14995	NR1D2	0.392	Other
P10588	NR2F6	0.392	Other
Q6S5H4	POTEB	0.392	Other
P20936	RASA1	0.392	Other
Q8IZD0	SAM14	0.392	Other
Q9C0B7	TNG6	0.392	Other
P62328	TYB4	0.392	Other
O75123	ZN623	0.392	Other
O60269	GRIN2	0.391	Other
Q8IZ83	A16A1	0.391	Other
Q7Z6L0	PRRT2	0.391	Other
Q9GZV4	IF5A2	0.391	Other
Q96PG8	BBC3B	0.391	Other
P98172	EFNB1	0.391	Other
Q13065	GAGE1	0.391	Other
Q0D2H9	GOG8D	0.391	Other
Q5VZB9	DMRTA	0.391	Other
P43026	GDF5	0.391	Other
P31271	HXA13	0.391	Other
O75022	LIRB3	0.391	Other
Q13875	MOBP	0.391	Other
P05187	PPB1	0.391	Other
Q5VX71	SUSD4	0.391	Other
Q6ZRG5	YQ015	0.391	Other
Q502W6	VWA3B	0.391	Other
Q9HCJ5	ZSWM6	0.391	Other
P17036	ZNF3	0.391	Other
Q9NS37	ZHANG	0.391	Other
Q9BRU9	UTP23	0.39	Other
Q8N3P4	VPS8	0.39	Other
P21283	VATC1	0.39	Other
Q99218	AMELY	0.39	Other
O95394	AGM1	0.39	Other
P34810	CD68	0.39	Other
Q6ZRK6	CCD73	0.39	Other
Q5T0N1	CFA70	0.39	Other
Q96KS0	EGLN2	0.39	Other
A6NHQ4	CQ096	0.39	Other
Q8N8I6	CQ055	0.39	Other
Q9NQL9	DMRT3	0.39	Other
Q96IP4	FA46A	0.39	Other
P0CL80	GG12F	0.39	Other
A6NER3	GG12J	0.39	Other
Q9UN67	PCDBA	0.39	Other
Q1XH10	SKDA1	0.39	Other
Q16385	SSX2	0.39	Other
O94892	ZN432	0.39	Other
Q6ZN06	ZN813	0.39	Other
A8K8V0	ZN785	0.39	Other
Q9H5I1	SUV92	0.389	Other
Q92743	HTRA1	0.389	Other
O60729	CC14B	0.389	Other
Q9Y6M9	NDUB9	0.389	Other
O75952	CABYR	0.389	Other
Q8NDZ0	BEND2	0.389	Other
A2VCL2	CC162	0.389	Other
Q9NT22	EMIL3	0.389	Other
I6L899	GOG8R	0.389	Other
Q8TF76	HASP	0.389	Other
Q99871	HAUS7	0.389	Other
Q8NE01	CNNM3	0.389	Other
Q8IX94	CTGE4	0.389	Other
O60825	F262	0.389	Other
P52790	HXK3	0.389	Other
Q9UN66	PCDB8	0.389	Other
Q9BQ90	KLDC3	0.389	Other
Q9HAQ2	KIF9	0.389	Other
Q71F78	LCA10	0.389	Other
Q8IWA4	MFN1	0.389	Other
P52952	NKX25	0.389	Other
Q96KR7	PHAR3	0.389	Other
O14813	PHX2A	0.389	Other
Q04912	RON	0.389	Other
Q99469	STAC	0.389	Other
P42680	TEC	0.389	Other
O95947	TBX6	0.389	Other
O00534	VMA5A	0.389	Other
Q8NEP9	ZN555	0.389	Other
Q8N720	ZN655	0.389	Other
Q03924	ZN117	0.389	Other
Q9UI12	VATH	0.388	Other
Q9Y6K5	OAS3	0.388	Other
A5PKW4	PSD1	0.388	Other
Q674X7	KAZRN	0.388	Other
P78356	PI42B	0.388	Other
Q2YD98	UVSSA	0.388	Other
Q8N7X0	ADGB	0.388	Other
Q8TEB1	DCA11	0.388	Other
Q70SY1	CR3L2	0.388	Other
Q86V42	F124A	0.388	Other
P52435	RPB11	0.388	Other
Q06730	ZN33A	0.388	Other
Q9BRH9	ZN251	0.388	Other
Q8WTR7	ZN473	0.388	Other
Q96JC4	ZN479	0.388	Other
P52736	ZN133	0.388	Other
Q9Y294	ASF1A	0.387	Other
Q9Y2D4	EXC6B	0.387	Other
O75155	CAND2	0.387	Other
Q5T6C5	AT7L2	0.387	Other
Q9NQ11	AT132	0.387	Other
Q86Z23	C1QL4	0.387	Other
O95931	CBX7	0.387	Other
A5D8V7	CC151	0.387	Other
A6NGG8	CB071	0.387	Other
Q9Y282	ERGI3	0.387	Other
O15197	EPHB6	0.387	Other
Q7Z309	F122B	0.387	Other
Q5SYB0	FRPD1	0.387	Other
Q9H160	ING2	0.387	Other
P51511	MMP15	0.387	Other
Q9NSB4	KRT82	0.387	Other
Q2TAK8	MUM1	0.387	Other
Q8WXR4	MYO3B	0.387	Other
Q5HYI8	RABL3	0.387	Other
A6NI28	RHG42	0.387	Other
O95810	SDPR	0.387	Other
Q9BQF6	SENP7	0.387	Other
Q9P2F5	STOX2	0.387	Other
Q8IYF3	TEX11	0.387	Other
A8MV65	VGLL3	0.387	Other
Q3SXZ3	ZN718	0.387	Other
O43734	CIKS	0.386	Other
Q7Z6J2	GRASP	0.386	Other
Q8NBZ0	IN80E	0.386	Other
P19440	GGT1	0.386	Other
Q86YM7	HOME1	0.386	Other
